1.030996	0.859605	-1.449232	-0.870635	-0.978297	0.147723	3.048300	0.267013	0.947392	0.316757	-0.674270	-2.371291	3.105811	-1.800136	0.262809	2.264372	7.093959	4.943207	-6.420398	4.120034	-0.704593	3.072769	-2.421283	-3.821481	2.496422	-6.068104	-3.446052	-0.121299	0.279704	-1.421706	-2.384949	1.705603	0.113069	-0.391015	-0.743996	1.320085	1.399999	-2.388844	-0.584790	0.622860	0.378617	1.741856	-2.959738	0.897120	4.428267	0.803312	1.275581	5.409324	1.329706	-2.402901	1.144434	2.385394	-3.679044	3.300528	1.146762	-2.278109	2.185147	1.833276	-3.079972	-2.654654	-1.995361	-2.067960	2.515990	-4.865817	2.126964	1.290289	0.955819	3.585567	0.313857	6.320587	-4.274978	6.859477	-3.325769	3.424299	1.038643	2.299291	1.383740	6.938577	5.504451	2.517206	-4.530680	-0.489491	2.621862	2.363657	-2.644245	1.236209	4.713407	2.500468	0.114871	-0.461277	-5.017632	-1.935175	2.530250	1.118201	-1.873731	0.064212	0.804103	1.156699	-1.382633	-3.414388
-0.143412	-1.210618	-1.410061	-1.600874	-2.240251	-0.569933	4.291800	-1.516521	1.527124	0.102488	-2.008933	-0.199347	2.439249	0.060562	-0.993783	-0.269748	5.750709	6.357836	-5.310174	1.102411	2.742255	-2.825542	-3.602333	-1.143671	1.826692	-7.007434	-4.971270	1.888785	0.609407	2.697947	-3.074045	2.587467	-2.229389	-0.082115	0.212792	0.642984	3.953129	-1.598204	-2.884499	-0.413750	0.448003	3.278723	-3.942591	-0.939820	6.146441	-0.584186	6.052580	1.892574	-2.316573	0.618715	2.374289	-0.889270	-5.361845	2.034097	1.678887	-3.467861	1.899385	0.138975	-2.984760	-1.729634	-5.088754	-0.443016	0.454620	0.271644	0.604298	0.452941	2.551211	-1.046278	3.904986	0.749970	-0.931422	4.134253	-3.250447	3.433323	1.170433	3.163700	3.612216	3.546937	0.658585	3.320361	-4.143330	0.856827	0.283155	2.226145	-2.673251	2.845961	5.264940	1.955810	-0.929070	2.841019	-3.406976	-3.427691	-0.425466	-0.233409	0.492512	0.798098	1.765762	3.451371	1.688584	-1.844748
4.107629	0.919970	-0.821616	-0.405661	-7.213576	-0.147354	-0.587752	-0.494792	5.831811	-3.437704	2.111271	-1.259013	1.259368	-2.245516	-2.402085	-2.678769	2.958456	-0.432523	-1.792060	0.406236	2.244504	4.201127	-1.231649	-1.817998	6.078860	-1.176598	-2.692259	-2.114027	-1.552969	2.310552	-0.197168	6.527979	-0.335016	2.157531	-0.309471	-4.025165	2.099572	2.356971	-0.973186	2.099565	1.103418	-0.305544	4.585437	-0.694942	0.458829	-4.761575	-1.819696	0.655170	-0.027923	-2.785107	0.128506	1.394587	-2.697540	-0.629656	1.780747	-4.278814	2.530302	-0.796611	-2.960341	-0.076436	-5.533392	0.127721	0.083997	-4.091192	-6.688791	1.251832	4.337820	2.259662	-1.451355	-2.148177	-1.219513	3.599278	-3.283519	-1.959779	-4.179082	1.452788	-0.306329	0.163153	-1.847062	4.184247	-2.581022	5.788574	-3.771114	-1.565807	-2.310482	-4.409889	-0.904315	3.562166	8.029676	2.831422	2.845971	-7.790521	0.346050	-6.108916	-0.220793	6.177147	1.743356	-0.502137	-0.738174	-4.381886
0.094393	-0.331346	0.234939	-0.014129	-0.313253	0.016046	-0.189512	0.205753	0.322938	-0.907562	-0.283392	0.343905	-0.214345	0.233296	-0.533730	0.212062	0.193227	0.126921	0.806843	-0.616704	-0.322563	0.460306	-0.849283	-0.737405	0.865003	-0.042727	0.534224	-1.077482	-0.090702	-0.923413	0.386066	0.820507	0.482030	0.073962	0.078325	-0.576390	-0.291715	0.302083	-0.195041	0.693170	0.626579	-1.034217	-0.581002	-0.634618	0.618613	-1.209556	0.563874	-0.417748	-0.202730	0.478284	-1.562803	1.903453	-0.393418	-0.643488	2.307296	-1.159778	-0.135377	-1.049540	-1.100775	0.676974	0.033200	-0.709113	0.505302	0.104624	-0.342516	0.046934	0.346258	-0.282162	0.617226	0.530817	-0.701396	0.803604	-0.935033	0.677619	0.160140	1.110986	-0.845816	0.798278	0.290449	0.046960	0.655598	1.191943	-1.063969	0.447916	1.091287	-0.622564	1.735673	0.633158	-0.222839	1.077253	0.518741	-0.157553	-0.144395	0.569436	0.239763	-0.033825	0.364970	-0.297010	-0.777958	-0.911512
1.197626	0.916465	0.002650	0.707190	-3.009594	-1.377528	3.018260	-0.769046	1.660409	-0.071276	-0.790448	0.911946	1.513729	1.310432	-1.106938	-1.201269	3.367026	4.750418	-6.769026	2.053978	1.618393	-4.032534	-4.252960	-0.148773	2.550523	-6.513762	-3.912194	-1.209877	-0.544591	1.599500	-2.823643	0.973711	-1.110351	-1.209072	1.297579	1.166000	3.651907	-2.586213	-1.437992	-2.042727	0.189973	3.258486	-4.467028	-1.385059	4.254335	0.071906	4.808686	2.005948	-0.976454	-0.918695	0.228126	-0.498923	-4.995153	1.580457	2.796257	-6.032926	1.806378	-1.872763	-3.008934	-0.468050	-3.661846	-1.252524	0.754514	-0.404794	2.917503	0.641584	3.379451	0.517133	3.817650	2.102059	-0.885797	4.708549	-3.549189	2.486077	3.595467	3.061960	4.370221	4.585024	0.245509	4.044690	-1.995947	1.810713	2.003124	2.060680	-4.123311	2.432750	5.425908	2.565237	-3.049856	2.809401	-4.206613	-2.643687	-1.222364	-0.719795	-0.305959	0.448528	2.707573	2.200986	-0.219274	-2.163169
1.079603	0.779572	0.119190	-0.533357	-3.863452	1.411707	0.304983	0.922490	-0.218886	-2.037859	-0.879462	2.538567	0.346773	0.382412	-0.004579	-0.488332	-0.346508	-2.973717	0.045954	-2.776187	1.090117	1.947963	-1.635954	-1.172312	0.939126	-2.612633	0.043899	-3.750501	-1.503389	-1.967326	2.250013	2.535969	-1.132633	-0.273075	-0.602549	-2.750226	-0.937304	0.593320	-2.041763	0.459680	0.580848	-1.042858	0.888108	1.683021	0.837749	-5.917612	1.733099	-0.027965	-2.738652	3.462404	-1.429704	-0.211383	-1.056851	0.683759	0.655763	-4.146271	-0.746980	-0.118636	-1.075243	1.913260	-1.828993	-1.124239	1.775815	-1.168689	-0.282386	1.353059	1.160790	-0.183492	-0.195630	-1.577235	-1.308253	-1.529484	-3.599057	-1.465524	-2.483891	1.293697	-3.763403	2.136460	-0.958239	3.075860	-1.086637	4.415404	-4.248456	2.186677	1.943106	-0.945801	1.877391	1.673284	2.240783	1.821360	2.556044	-3.590319	-2.676997	-3.181899	-0.047600	-0.569992	2.798307	-1.023959	-1.910435	1.060999
-0.682062	-2.328535	4.115666	1.118930	-4.544740	0.682574	5.393675	-6.308876	5.938606	-1.091861	1.717207	0.949384	0.396786	1.311151	1.615063	-1.262256	1.729885	2.419282	0.739694	3.115545	-0.296654	4.724342	2.577221	-0.874976	-1.024759	-0.614518	-2.692160	1.494167	-5.915474	3.359324	-3.579946	3.079701	-0.273349	0.518488	1.984465	-2.662024	-3.892837	-3.037544	2.189347	7.251495	-5.085317	-5.307826	1.753794	-1.315490	-2.365410	0.119293	5.619255	-3.513196	-4.157137	3.782203	1.209048	0.628798	-4.684128	0.601988	0.858782	0.518987	3.638671	-4.986790	-2.894703	-2.413038	-2.726145	0.371587	0.749698	-1.306885	-1.691616	1.360187	1.550134	-1.863792	-0.584524	-0.618597	-1.779425	0.825875	-2.871867	0.807035	0.806686	0.846813	-4.976337	0.527958	1.749058	2.983930	0.114342	0.473420	-5.698838	-0.786692	-2.549255	0.689024	3.167661	4.838085	0.781983	0.867792	-0.290844	-2.258525	-0.417049	-3.258703	0.868816	1.926178	1.106121	0.576880	-4.118350	-2.725122
-1.695729	-0.165750	6.804999	0.674932	-4.958897	-1.588319	4.792061	-4.139214	4.969126	-2.352467	0.841381	0.711635	0.445652	0.034213	1.970529	0.764850	0.111381	1.310635	0.598744	-2.434980	-4.045651	4.393833	-0.156783	-3.908730	-0.956003	-2.669136	-1.955805	1.116681	-0.669625	-0.136623	-2.807657	2.333232	2.182288	-1.799915	-2.149239	-2.342915	-0.555269	0.530133	-2.842703	0.677162	-1.683838	-3.377869	-0.966888	1.575762	-2.288550	1.285412	6.774003	-3.570661	-2.993509	3.128066	1.538271	0.557068	-4.064964	1.669875	2.383256	-2.264144	2.583905	-3.535491	-2.392597	-5.038617	-3.112785	1.000718	-1.648551	2.756408	-5.105345	2.010994	-2.317816	-3.209591	-1.687643	1.340445	-0.067384	-3.302622	-5.133783	-0.681192	1.152111	2.747698	-1.093718	0.998955	1.527736	2.799149	-0.861065	1.722096	-5.867299	-1.369672	-0.043875	-0.692797	4.409178	1.271461	2.562560	2.749597	-2.308676	-3.439381	-2.663314	0.654611	-4.056752	5.799511	0.635808	2.190433	0.509636	-0.639349
-3.972087	-3.884637	-4.115881	3.518306	0.814484	-2.274246	-4.097896	-3.794860	-3.634847	2.463778	0.971305	-1.311710	-3.913989	-0.539844	2.402528	-2.635630	-0.466813	0.576949	2.856433	-0.107968	0.260813	-0.997551	-2.334402	0.034547	-0.066757	4.443703	-2.123898	0.724181	-0.259281	0.450409	3.077663	-6.060032	1.320642	2.494100	-3.091997	0.424467	4.439092	-2.330353	-2.035969	-4.103293	1.955569	0.495642	6.598640	1.774536	3.645745	1.321062	1.490900	-1.480910	0.912484	2.690120	-7.012493	2.420944	0.684489	-6.648257	-1.259096	-0.603797	2.390383	-1.822560	0.184913	0.774599	0.321400	2.367320	-4.100227	3.559844	0.235525	1.658924	-1.259469	-4.025569	2.910479	-6.319565	-0.959665	7.624635	-0.301480	1.680384	3.110517	-1.752848	-1.489607	0.591919	-0.366632	2.193933	5.203732	3.821412	-3.774897	3.632148	3.584805	-4.679415	-3.211152	-4.794801	-0.899125	-1.453599	1.651190	-0.597565	-3.311020	0.498864	4.876196	3.191003	-0.887371	0.440807	0.994425	-0.093748
1.966927	-2.759128	2.009067	1.165032	-2.343302	-2.461819	0.621004	-1.785131	5.301854	-4.733739	0.051192	0.557101	-1.917777	-0.331321	1.674157	-0.370361	1.421654	0.399500	-0.344889	0.995563	-1.542962	4.632704	-0.031447	0.490862	0.037955	2.512835	-0.851591	0.423246	-2.511293	-0.161878	0.177039	-0.169659	3.079734	-2.199086	0.262852	-1.045673	-0.224935	-2.237168	0.629645	0.018453	-1.895568	-2.910878	-1.649233	2.675718	0.404844	0.394686	-3.149352	1.112855	1.178447	2.909477	2.095993	-0.392193	-1.207235	1.209872	-0.375733	-3.518860	1.274668	-3.395812	0.910739	2.278564	-0.959426	-0.558213	0.626415	-3.645228	-1.178872	0.516094	-3.471230	-2.902712	2.822008	0.994717	0.210277	-3.831293	-2.028949	1.278867	-0.715336	0.565345	-0.261948	0.096436	2.207098	3.246441	-1.366714	3.315504	-1.523585	-3.825525	0.488353	0.168281	0.796931	3.191658	-1.105224	-2.234428	3.082197	1.219930	-0.865184	-1.227984	-4.787116	2.926599	1.222225	4.149578	1.430813	0.368529
